Command,Mode,Script,Application,Repository,Title
(sam turret) | (AA battery),NULL,"
key(r)
key(f3)",cnc3game.dat,mystuff,NULL
[tiberian] silo,NULL,"
key(r)
key(f4)",cnc3game.dat,mystuff,NULL
(tower) | (sonic),NULL,"
key(r)
key(f5)",cnc3game.dat,mystuff,NULL
(voice of Caine) | (ion cannon),NULL,"
key(r)
key(f6)",cnc3game.dat,mystuff,NULL
(obelisk),NULL,"
key(r)
key(f7)",cnc3game.dat,mystuff,NULL
air pad,NULL,"
key(r)
key(f8)",cnc3game.dat,mystuff,NULL
wall,NULL,"
key(r)
key(f7)",cnc3game.dat,mystuff,NULL
(temple of nod),NULL,"
key(r)
key(f8)",cnc3game.dat,mystuff,NULL
surveyor,NULL,"
key(r)
key(f9)",cnc3game.dat,mystuff,NULL
air support [tower],NULL,"
key(r)
key(f9)",cnc3game.dat,mystuff,NULL
emissary,NULL,"
key(r)
key(f10)",cnc3game.dat,mystuff,NULL
infantry,NULL,key(t),cnc3game.dat,mystuff,NULL
i [militant] squad,NULL,"
key(t)
key(f1)",cnc3game.dat,mystuff,NULL
(militant rocket squad) | rocket,NULL,"
key(t)
key(f2)",cnc3game.dat,mystuff,NULL
saboteur | engineer,NULL,"
key(t)
key(f3)",cnc3game.dat,mystuff,NULL
fanatics,NULL,"
key(t)
key(f4)",cnc3game.dat,mystuff,NULL
scout,NULL,"
key(t)
key(f4)",cnc3game.dat,mystuff,NULL
grenadier,NULL,"
key(t)
key(f5)",cnc3game.dat,mystuff,NULL
(black hand),NULL,"
key(t)
key(f5)",cnc3game.dat,mystuff,NULL
sniper,NULL,"
key(t)
key(f6)",cnc3game.dat,mystuff,NULL
[zone] trooper,NULL,"
key(t)
key(f7)",cnc3game.dat,mystuff,NULL
commando,NULL,"
key(t)
key(f8)",cnc3game.dat,mystuff,NULL
vehicles,NULL,key(y),cnc3game.dat,mystuff,NULL
(attack bike) | pitbull,NULL,"
key(y)
key(f1)",cnc3game.dat,mystuff,NULL
bulldog,NULL,"
key(y)
key(f2)",cnc3game.dat,mystuff,NULL
buggy,NULL,"
key(y)
key(f2)",cnc3game.dat,mystuff,NULL
predator,NULL,"
key(y)
key(f3)",cnc3game.dat,mystuff,NULL
([scorpion] tank),NULL,"
key(y)
key(f3)",cnc3game.dat,mystuff,NULL
APC,NULL,"
key(y)
key(f6)",cnc3game.dat,mystuff,NULL
stealth tank,NULL,"
key(y)
key(f4)",cnc3game.dat,mystuff,NULL
harvester,NULL,"
key(y)
key(f4)",cnc3game.dat,mystuff,NULL
construction vehicle,NULL,"
key(y)
key(f5)",cnc3game.dat,mystuff,NULL
(flame tank),NULL,"
key(y)
key(f6)",cnc3game.dat,mystuff,NULL
shatterer,NULL,"
key(y)
key(f7)",cnc3game.dat,mystuff,NULL
reckoner,NULL,"
key(y)
key(f7)",cnc3game.dat,mystuff,NULL
slingshot,NULL,"
key(y)
key(f8)",cnc3game.dat,mystuff,NULL
beam cannon,NULL,"
key(y)
key(f8)",cnc3game.dat,mystuff,NULL
rig,NULL,"
key(y)
key(f9)",cnc3game.dat,mystuff,NULL
avatar,NULL,"
key(y)
key(f9)",cnc3game.dat,mystuff,NULL
mammoth,NULL,"
key(y)
key(f10)",cnc3game.dat,mystuff,NULL
juggernaut,NULL,"
key(y)
key(f11)",cnc3game.dat,mystuff,NULL
aircraft,NULL,key(u),cnc3game.dat,mystuff,NULL
venom | orca,NULL,"
key(u)
key(f1)",cnc3game.dat,mystuff,NULL
([vertigo] bomber) | hammerhead,NULL,"
key(u)
key(f2)",cnc3game.dat,mystuff,NULL
firehawk,NULL,"
key(u)
key(f3)",cnc3game.dat,mystuff,NULL
kodiak,NULL,"
key(u)
key(f4)",cnc3game.dat,mystuff,NULL
cell mode,NULL,key(z),cnc3game.dat,mystuff,NULL
repair mode,NULL,key(c),cnc3game.dat,mystuff,NULL
game <user.arrow_key>,NULL,"
key(arrow_key)
repeat(4)",cnc3game.dat,mystuff,NULL
fly <user.arrow_key>,NULL,"
key(arrow_key)
repeat(4)
sleep(50ms)
key(arrow_key)
repeat(4)
sleep(50ms)
key(arrow_key)
repeat(4)
sleep(50ms)",cnc3game.dat,mystuff,NULL
council | counsel | cancel,NULL,"
mouse_click(1)
sleep(50ms)
mouse_click(1)",cnc3game.dat,mystuff,NULL
centre,NULL,"
mouse_move(800, 500)",cnc3game.dat,mystuff,NULL
take [all],NULL,"
mouse_move(110, 100)
sleep(100ms)
user.mouse_drag(0)
sleep(100ms)
mouse_move(1650, 250)
sleep(100ms)
mouse_move(1650, 979)
sleep(100ms)
mouse_click(0)",cnc3game.dat,mystuff,NULL
pause,NULL,key(esc),cnc3game.dat,mystuff,NULL
units,NULL,key(q),cnc3game.dat,mystuff,NULL
select matching,NULL,key(w),cnc3game.dat,mystuff,NULL
matching units,NULL,key(w),cnc3game.dat,mystuff,NULL
stop,NULL,key(s),cnc3game.dat,mystuff,NULL
scatter,NULL,key(ctrl-x),cnc3game.dat,mystuff,NULL
assault move,NULL,key(f),cnc3game.dat,mystuff,NULL
next harvester,NULL,key(n),cnc3game.dat,mystuff,NULL
home,NULL,key(h),cnc3game.dat,mystuff,NULL
[go] bookmark one,NULL,key(j),cnc3game.dat,mystuff,NULL
[go] bookmark two,NULL,key(k),cnc3game.dat,mystuff,NULL
[go] bookmark three,NULL,key(l),cnc3game.dat,mystuff,NULL
[go] bookmark four,NULL,key(;),cnc3game.dat,mystuff,NULL
set bookmark one,NULL,key(ctrl-j),cnc3game.dat,mystuff,NULL
set bookmark two,NULL,key(ctrl-k),cnc3game.dat,mystuff,NULL
set bookmark three,NULL,key(ctrl-l),cnc3game.dat,mystuff,NULL
set bookmark four,NULL,key(ctrl-;),cnc3game.dat,mystuff,NULL
reset camera,NULL,key(keypad_5),cnc3game.dat,mystuff,NULL
zoom,NULL,key(keypad_8),cnc3game.dat,mystuff,NULL
zoom out,NULL,key(keypad_2),cnc3game.dat,mystuff,NULL
rotate left,NULL,key(keypad_4),cnc3game.dat,mystuff,NULL
rotate right,NULL,key(keypad_6),cnc3game.dat,mystuff,NULL
aggressive [stance],NULL,key(alt-a),cnc3game.dat,mystuff,NULL
defensive [stance],NULL,key(alt-s),cnc3game.dat,mystuff,NULL
hold ground,NULL,key(alt-d),cnc3game.dat,mystuff,NULL
hold fire,NULL,key(alt-f),cnc3game.dat,mystuff,NULL
status,NULL,key(o),cnc3game.dat,mystuff,NULL
[toggle] heads up [display],NULL,key(end),cnc3game.dat,mystuff,NULL
sub tab,NULL,key(tab),cnc3game.dat,mystuff,NULL
(next) | (previous) tab,NULL,key(ctrl-tab),cnc3game.dat,mystuff,NULL
activate first,NULL,key(ctrl-a),cnc3game.dat,mystuff,NULL
activate second,NULL,key(ctrl-s),cnc3game.dat,mystuff,NULL
activate third,NULL,key(ctrl-d),cnc3game.dat,mystuff,NULL
activate fourth,NULL,key(ctrl-f),cnc3game.dat,mystuff,NULL
attack,NULL,"
key(a)
sleep(50ms)
mouse_click(0)",cnc3game.dat,mystuff,NULL
[power] slot first,NULL,key(ctrl-f1),cnc3game.dat,mystuff,NULL
[power] slot second,NULL,key(ctrl-f2),cnc3game.dat,mystuff,NULL
[power] slot third,NULL,key(ctrl-f3),cnc3game.dat,mystuff,NULL
[power] slot forth,NULL,key(ctrl-f4),cnc3game.dat,mystuff,NULL
[power] slot fifth,NULL,key(ctrl-f5),cnc3game.dat,mystuff,NULL
[power] slot sixth,NULL,key(ctrl-f6),cnc3game.dat,mystuff,NULL
[power] slot seventh,NULL,key(ctrl-f7),cnc3game.dat,mystuff,NULL
[power] slot eighth,NULL,key(ctrl-f8),cnc3game.dat,mystuff,NULL
[power] slot ninth,NULL,key(ctrl-f9),cnc3game.dat,mystuff,NULL
[power] slot tenth,NULL,key(ctrl-f10),cnc3game.dat,mystuff,NULL
[power] slot eleventh,NULL,key(ctrl-f11),cnc3game.dat,mystuff,NULL
[power] slot twelfth,NULL,key(ctrl-f12),cnc3game.dat,mystuff,NULL
[power] slot thirteenth,NULL,key(ctrl-1),cnc3game.dat,mystuff,NULL
[power] slot fourteenth,NULL,key(ctrl-2),cnc3game.dat,mystuff,NULL
[power] slot fifteenth,NULL,key(ctrl-3),cnc3game.dat,mystuff,NULL
release keys,NULL,"
key(alt:up)
key(ctrl:up)
key(shift:up)
key(d:up)
key(a:up)",cnc3game.dat,mystuff,NULL
force attack,NULL,key(ctrl:down),cnc3game.dat,mystuff,NULL
reverse,NULL,key(d:down),cnc3game.dat,mystuff,NULL
attack move,NULL,key(a:down),cnc3game.dat,mystuff,NULL
waypoint,NULL,key(alt:down),cnc3game.dat,mystuff,NULL
planning,NULL,key(ctrl-z),cnc3game.dat,mystuff,NULL
select [unit] first,NULL,"
key(q)
key(f1)",cnc3game.dat,mystuff,NULL
select [unit] second,NULL,"
key(q)
key(f2)",cnc3game.dat,mystuff,NULL
select [unit] third,NULL,"
key(q)
key(f3)",cnc3game.dat,mystuff,NULL
select [unit] four,NULL,"
key(q)
key(f4)",cnc3game.dat,mystuff,NULL
select [unit] fifth,NULL,"
key(q)
key(f5)",cnc3game.dat,mystuff,NULL
select [unit] sixth,NULL,"
key(q)
key(f6)",cnc3game.dat,mystuff,NULL
select [unit] seventh,NULL,"
key(q)
key(f7)",cnc3game.dat,mystuff,NULL
select [unit] eighth,NULL,"
key(q)
key(f8)",cnc3game.dat,mystuff,NULL
select [unit] ninth,NULL,"
key(q)
key(f9)",cnc3game.dat,mystuff,NULL
select [unit] tenth,NULL,"
key(q)
key(f10)",cnc3game.dat,mystuff,NULL
select [unit] eleventh,NULL,"
key(q)
key(f11)",cnc3game.dat,mystuff,NULL
select [unit] twelfth,NULL,"
key(q)
key(f12)",cnc3game.dat,mystuff,NULL
context,NULL,key(.),cnc3game.dat,mystuff,NULL
power mode,NULL,key(x),cnc3game.dat,mystuff,NULL
database | message,NULL,key(i),cnc3game.dat,mystuff,NULL
objectives,NULL,key(o),cnc3game.dat,mystuff,NULL
dot net attack,NULL,key(alt),cnc3game.dat,mystuff,NULL
select <user.function_key>,NULL,"
key(function_key)
sleep(50ms)
key(function_key)",cnc3game.dat,mystuff,NULL
repair this,NULL,"
key(c)
sleep(50ms)
mouse_click(0)
sleep(50ms)
key(c)",cnc3game.dat,mystuff,NULL
select one,NULL,"
key(f1)
sleep(50ms)
key(f1)",cnc3game.dat,mystuff,NULL
select two,NULL,"
key(f2)
sleep(50ms)
key(f2)",cnc3game.dat,mystuff,NULL
select three,NULL,"
key(f3)
sleep(50ms)
key(f3)",cnc3game.dat,mystuff,NULL
select four,NULL,"
key(f4)
sleep(50ms)
key(f4)",cnc3game.dat,mystuff,NULL
select five,NULL,"
key(f5)
sleep(50ms)
key(f5)",cnc3game.dat,mystuff,NULL
select six,NULL,"
key(f6)
sleep(50ms)
key(f6)",cnc3game.dat,mystuff,NULL
select seven,NULL,"
key(f7)
sleep(50ms)
key(f7)",cnc3game.dat,mystuff,NULL
select eight,NULL,"
key(f8)
sleep(50ms)
key(f8)",cnc3game.dat,mystuff,NULL
select nine,NULL,"
key(f9)
sleep(50ms)
key(f9)",cnc3game.dat,mystuff,NULL
select ten,NULL,"
key(f10)
sleep(50ms)
key(f10)",cnc3game.dat,mystuff,NULL
hover first,NULL,"
mouse_move(40, 205)",cnc3game.dat,mystuff,NULL
hover second,NULL,"
mouse_move(40, 285)",cnc3game.dat,mystuff,NULL
hover third,NULL,"
mouse_move(40, 365)",cnc3game.dat,mystuff,NULL
hover fourth,NULL,"
mouse_move(40, 445)",cnc3game.dat,mystuff,NULL
hover fifth,NULL,"
mouse_move(40, 525)",cnc3game.dat,mystuff,NULL
hover sixth,NULL,"
mouse_move(40, 605)",cnc3game.dat,mystuff,NULL
hover seventh,NULL,"
mouse_move(40, 685)",cnc3game.dat,mystuff,NULL
hover eighth,NULL,"
mouse_move(40, 765)",cnc3game.dat,mystuff,NULL
hover ninth,NULL,"
mouse_move(40, 845)",cnc3game.dat,mystuff,NULL
hover tenth,NULL,"
mouse_move(110, 245)",cnc3game.dat,mystuff,NULL
hover eleventh,NULL,"
mouse_move(110, 325)",cnc3game.dat,mystuff,NULL
hover twelfth,NULL,"
mouse_move(110, 405)",cnc3game.dat,mystuff,NULL
hover thirteenth,NULL,"
mouse_move(110, 485)",cnc3game.dat,mystuff,NULL
hover fourteenth,NULL,"
mouse_move(110, 565)",cnc3game.dat,mystuff,NULL
hover fifteenth,NULL,"
mouse_move(110, 645)",cnc3game.dat,mystuff,NULL
hover weapon first,NULL,"
mouse_move(25, 30)",cnc3game.dat,mystuff,NULL
hover weapon second,NULL,"
mouse_move(85, 30)",cnc3game.dat,mystuff,NULL
hover weapon third,NULL,"
mouse_move(145, 30)",cnc3game.dat,mystuff,NULL
hover weapon fourth,NULL,"
mouse_move(205, 30)",cnc3game.dat,mystuff,NULL
hover build first,NULL,"
mouse_move(1420, 450)",cnc3game.dat,mystuff,NULL
hover build second,NULL,"
mouse_move(1500, 450)",cnc3game.dat,mystuff,NULL
hover build third,NULL,"
mouse_move(1590, 540)",cnc3game.dat,mystuff,NULL
hover build fourth,NULL,"
mouse_move(1420, 550)",cnc3game.dat,mystuff,NULL
hover build fifth,NULL,"
mouse_move(1510, 550)",cnc3game.dat,mystuff,NULL
hover build sixth,NULL,"
mouse_move(1590, 550)",cnc3game.dat,mystuff,NULL
hover build seventh,NULL,"
mouse_move(1420, 630)",cnc3game.dat,mystuff,NULL
hover build eighth,NULL,"
mouse_move(1510, 620)",cnc3game.dat,mystuff,NULL
hover build ninth,NULL,"
mouse_move(1590, 620)",cnc3game.dat,mystuff,NULL
hover build tenth,NULL,"
mouse_move(1420, 710)",cnc3game.dat,mystuff,NULL
hover build eleventh,NULL,"
mouse_move(1500, 710)",cnc3game.dat,mystuff,NULL
hover build twelfth,NULL,"
mouse_move(1580, 710)",cnc3game.dat,mystuff,NULL
slide right,NULL,"
key(right:down)
key(left:up)
key(up:up)
key(down:up)",cnc3game.dat,mystuff,NULL
slide left,NULL,"
key(left:down)
key(right:up)
key(up:up)
key(down:up)",cnc3game.dat,mystuff,NULL
slide up,NULL,"
key(up:down)
key(right:up)
key(left:up)
key(down:up)",cnc3game.dat,mystuff,NULL
slide down,NULL,"
key(down:down)
key(right:up)
key(left:up)
key(up:up)",cnc3game.dat,mystuff,NULL
slide stop,NULL,"
key(right:up)
key(left:up)
key(up:up)
key(down:up)",cnc3game.dat,mystuff,NULL
game <user.arrow_key>,NULL,"
key(arrow_key)
repeat(4)",global,mystuff,NULL
fly <user.arrow_key>,NULL,"
key(arrow_key)
repeat(7)
sleep(50ms)
key(arrow_key)
repeat(7)
sleep(50ms)",global,mystuff,NULL
move forward,NULL,"
key(up)",global,mystuff,NULL
move back,NULL,"
key(down)",global,mystuff,NULL
move left,NULL,"
key(left)",global,mystuff,NULL
move right,NULL,"
key(right)",global,mystuff,NULL
attack [move],NULL,"
key(a)
mouse_click(0)",global,mystuff,NULL
stop,NULL,"
key(s)",global,mystuff,NULL
retreat,NULL,"
key(t)",global,mystuff,NULL
reinforce,NULL,"
key(r)",global,mystuff,NULL
reverse drive,NULL,"
key(u)",global,mystuff,NULL
primary build,NULL,"
key(v)",global,mystuff,NULL
secondary build,NULL,"
key(b)",global,mystuff,NULL
headquarters,NULL,"
key(f1)",global,mystuff,NULL
infantry,NULL,"
key(f2)",global,mystuff,NULL
support,NULL,"
key(f3)",global,mystuff,NULL
light [vehicles],NULL,"
key(f4)",global,mystuff,NULL
heavy [vehicles],NULL,"
key(f5)",global,mystuff,NULL
[set] rally point,NULL,"
key(ctrl-a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
[toggle] map,NULL,"
key(keypad_0)",global,mystuff,NULL
go there,NULL,"
mouse_click(0)
key(keypad_0)",global,mystuff,NULL
[next] idle vehicle,NULL,"
key(alt-/)",global,mystuff,NULL
[next] idle [soldier],NULL,"
key(alt-.)",global,mystuff,NULL
idle,NULL,key(alt-.),global,mystuff,NULL
[all] vehicles,NULL,"
key(ctrl-/)",global,mystuff,NULL
queue,NULL,"
key(shift:down)
sleep(30ms)
mouse_click(1)
sleep(30ms)
key(shift:up)",global,mystuff,NULL
next,NULL,"
key(shift:down)
sleep(30ms)
mouse_click(0)
sleep(30ms)
key(shift:up)",global,mystuff,NULL
explode,NULL,"
key(ctrl-/)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
hold shift,NULL,"
key(shift:down)",global,mystuff,NULL
release shift,NULL,"
key(shift:up)",global,mystuff,NULL
[all] soldiers,NULL,"
key(ctrl-.)",global,mystuff,NULL
[all] invade,NULL,"
key(ctrl-.)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
reset camera,NULL,"
key(backspace)",global,mystuff,NULL
[game] pause,NULL,"
key(pause)",global,mystuff,NULL
game stop,NULL,"
key(pause)",global,mystuff,NULL
pause game,NULL,"
key(pause)",global,mystuff,NULL
[game] menu,NULL,"
key(f10)",global,mystuff,NULL
take [all],NULL,"
mouse_move(60, 40)
sleep(30ms)
user.mouse_drag(0)
sleep(30ms)
mouse_move(1670, 250)
sleep(30ms)
mouse_move(1670, 979)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
unit one,NULL,key(1),global,mystuff,NULL
unit two,NULL,key(2),global,mystuff,NULL
unit three,NULL,key(3),global,mystuff,NULL
unit four,NULL,key(4),global,mystuff,NULL
unit five,NULL,key(5),global,mystuff,NULL
unit six,NULL,key(6),global,mystuff,NULL
unit seven,NULL,key(7),global,mystuff,NULL
unit eight,NULL,key(8),global,mystuff,NULL
unit nine,NULL,key(9),global,mystuff,NULL
unit zero,NULL,key(0),global,mystuff,NULL
centre,NULL,"
mouse_move(800, 500)",global,mystuff,NULL
go home,NULL,key(home),global,mystuff,NULL
[unit] one view,NULL,"
key(1)
key(1)",global,mystuff,NULL
[unit] two view,NULL,"
key(2)
key(2)",global,mystuff,NULL
[unit] three view,NULL,"
key(3)
key(3)",global,mystuff,NULL
[unit] four view,NULL,"
key(4)
key(4)",global,mystuff,NULL
[unit] five view,NULL,"
key(5)
key(5)",global,mystuff,NULL
[unit] six view,NULL,"
key(6)
key(6)",global,mystuff,NULL
[unit] seven view,NULL,"
key(7)
key(7)",global,mystuff,NULL
[unit] eight view,NULL,"
key(8)
key(8)",global,mystuff,NULL
[unit] nine view,NULL,"
key(9)
key(9)",global,mystuff,NULL
[unit] zero view,NULL,"
key(0)
key(0)",global,mystuff,NULL
slot first,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(522, 862)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
slot second,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(602, 853)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
slot third,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(680, 852)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
slot fourth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(766, 856)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
slot fifth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(852, 859)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
zoom out,NULL,user.mouse_scroll_down(),global,mystuff,NULL
zoom,NULL,user.mouse_scroll_up(),global,mystuff,NULL
touch first,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1890, 115)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch second,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1830, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch third,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1780, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch fourth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1720, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch fifth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1660, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch sixth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1610, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch seventh,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1550, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch eighth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1500, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
touch ninth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1440, 120)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
get stuff,NULL,"
mouse_move(380, 855)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
vehicle first,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1885, 225)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
vehicle second,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1835, 230)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
vehicle third,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1785, 230)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
vehicle fourth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1720, 230)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
vehicle fifth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1795, 230)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
vehicle sixth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1745, 230)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
vehicle seventh,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1695, 230)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement first,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1885, 345)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement second,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1835, 350)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement third,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1780, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement fourth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1720, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement fifth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1790, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement sixth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1740, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement seventh,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1690, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement eighth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1640, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
emplacement ninth,NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1590, 340)
sleep(30ms)
mouse_click(0)
mouse_move(position_x , position_y )",global,mystuff,NULL
group one,NULL,"
key(shift-1)
key(ctrl-1)",global,mystuff,NULL
group two,NULL,"
key(shift-2)
key(ctrl-2)",global,mystuff,NULL
group three,NULL,"
key(shift-3)
key(ctrl-3)",global,mystuff,NULL
group four,NULL,"
key(shift-4)
key(ctrl-4)",global,mystuff,NULL
group five,NULL,"
key(shift-5)
key(ctrl-5)",global,mystuff,NULL
group six,NULL,"
key(shift-6)
key(ctrl-6)",global,mystuff,NULL
group seven,NULL,"
key(shift-7)
key(ctrl-7)",global,mystuff,NULL
group eight,NULL,"
key(shift-8)
key(ctrl-8)",global,mystuff,NULL
group nine,NULL,"
key(shift-9)
key(ctrl-9)",global,mystuff,NULL
group zero,NULL,"
key(shift-0)
key(ctrl-0)",global,mystuff,NULL
kill tank,NULL,"
key(7)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
reverse,NULL,"
key(u)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
antitank,NULL,"
key(7)",global,mystuff,NULL
[get] gammon [bomb],NULL,"
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
mouse_move(1790, 1025)
sleep(30ms)
mouse_click(0)
sleep(30ms)
mouse_move(position_x , position_y )",global,mystuff,NULL
one attack,NULL,"
key(1)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
two attack,NULL,"
key(2)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
three attack,NULL,"
key(3)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
four attack,NULL,"
key(4)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
five attack,NULL,"
key(5)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
six attack,NULL,"
key(6)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
seven attack,NULL,"
key(7)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
eight attack,NULL,"
key(8)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
nine attack,NULL,"
key(9)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
zero attack,NULL,"
key(0)
sleep(30ms)
key(a)
sleep(30ms)
mouse_click(0)",global,mystuff,NULL
rotate small,NULL,"
key(alt:down)
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
adjustment = 100
sleep(300ms)
mouse_move(position_x - adjustment , position_y)
sleep(300ms)
key(alt:up)",global,mystuff,NULL
rotate right,NULL,"
key(alt:down)
position_x = user.query_mouse_position_x()
position_y = user.query_mouse_position_y()
adjustment = 8000
sleep(300ms)
mouse_move(position_x - adjustment , position_y)
sleep(300ms)
key(alt:up)",global,mystuff,NULL
